datetime,region,latitude,longitude,wind_speed_kmh,pressure_hpa,humidity_pct,rainfall_mm,air_temp_c,tide_height_m,wave_height_m,sst_c,salinity_ppt,chlorophyll_mg_m3,turbidity_ntu,month,season,threat_type
2021-12-14,Paradip,20.32,86.61,19.68,1005.27,59.04,1.08,26.95,1.01,1.44,24.75,34.65,0.253,3.7,12,Winter,No Threat
2021-12-15,Paradip,20.32,86.61,12.24,1002.8,71.87,0.11,25.0,1.51,2.31,23.99,34.31,0.151,0.63,12,Winter,No Threat
2021-12-16,Paradip,20.32,86.61,25.38,1005.13,71.86,0.92,22.47,1.06,2.68,27.01,34.97,0.205,1.14,12,Winter,No Threat
2021-12-17,Paradip,20.32,86.61,6.83,1007.57,40.0,1.59,22.84,1.31,1.09,26.29,35.12,0.839,1.97,12,Winter,No Threat
2021-12-18,Paradip,20.32,86.61,15.47,1009.73,73.02,0.2,30.08,1.93,1.25,27.31,35.03,0.054,1.45,12,Winter,No Threat
2021-12-19,Paradip,20.32,86.61,20.28,1005.53,81.65,2.45,25.55,1.65,1.92,24.48,34.63,0.405,0.73,12,Winter,No Threat
2021-12-20,Paradip,20.32,86.61,7.74,1012.87,70.56,2.16,23.54,2.13,1.28,25.44,34.31,0.335,1.25,12,Winter,No Threat
2021-12-21,Paradip,20.32,86.61,18.57,1000.1,74.42,9.11,26.19,1.21,1.91,28.04,33.94,0.123,1.17,12,Winter,No Threat
2021-12-22,Paradip,20.32,86.61,15.0,1004.45,80.51,3.39,26.66,1.13,2.05,24.0,35.33,0.173,0.83,12,Winter,No Threat
2021-12-23,Paradip,20.32,86.61,18.14,1003.67,59.94,2.97,23.17,1.98,1.64,22.97,34.71,0.304,1.43,12,Winter,No Threat
2021-12-24,Paradip,20.32,86.61,26.88,995.7,63.0,1.36,27.86,1.73,2.01,26.99,34.33,0.179,0.87,12,Winter,No Threat
2021-12-25,Paradip,20.32,86.61,8.66,1009.05,47.11,1.61,28.52,1.39,0.84,26.04,34.78,0.5,0.56,12,Winter,No Threat
2021-12-26,Paradip,20.32,86.61,16.71,1003.81,68.77,0.11,23.42,1.17,0.96,24.59,35.74,0.713,3.4,12,Winter,No Threat
2021-12-27,Paradip,20.32,86.61,27.86,997.0,67.21,2.21,25.89,1.51,2.41,27.95,34.66,0.807,0.94,12,Winter,No Threat
2021-12-28,Paradip,20.32,86.61,16.84,992.16,77.21,0.19,30.35,1.91,0.39,26.63,34.47,0.3,0.55,12,Winter,No Threat
2021-12-29,Paradip,20.32,86.61,13.05,1009.11,63.84,0.82,27.22,1.8,2.78,26.38,35.16,0.17,2.25,12,Winter,No Threat
2021-12-30,Paradip,20.32,86.61,26.74,992.27,72.24,0.18,24.57,1.72,2.82,26.22,33.99,0.162,0.6,12,Winter,No Threat
2021-12-31,Paradip,20.32,86.61,8.95,1007.16,51.75,1.68,29.37,2.06,2.24,26.39,34.29,0.103,0.46,12,Winter,No Threat
2022-01-01,Paradip,20.32,86.61,23.59,996.86,66.68,1.26,25.01,2.3,1.23,23.67,36.0,2.15,1.41,1,Winter,No Threat
2022-01-02,Paradip,20.32,86.61,9.84,1010.6,73.94,0.79,26.84,1.82,1.03,27.23,34.97,0.434,0.92,1,Winter,Pollution
2022-01-03,Paradip,20.32,86.61,8.26,1000.32,63.78,0.65,26.34,2.11,1.83,26.99,33.75,0.308,1.05,1,Winter,No Threat
2022-01-04,Paradip,20.32,86.61,14.59,1001.63,45.87,0.92,30.44,0.8,2.94,25.98,34.35,0.655,2.14,1,Winter,No Threat
2022-01-05,Paradip,20.32,86.61,12.06,1020.18,69.97,1.54,27.24,2.17,1.47,26.77,34.54,0.167,1.1,1,Winter,No Threat
2022-01-06,Paradip,20.32,86.61,21.84,985.94,92.15,1.09,29.75,0.93,2.31,26.09,33.72,0.507,0.95,1,Winter,No Threat
2022-01-07,Paradip,20.32,86.61,24.94,1001.21,64.35,2.63,28.91,1.63,1.88,27.48,34.59,0.977,1.26,1,Winter,No Threat
2022-01-08,Paradip,20.32,86.61,11.32,1009.92,40.0,0.28,26.01,0.82,1.17,25.33,34.48,1.105,1.18,1,Winter,No Threat
2022-01-09,Paradip,20.32,86.61,30.69,1001.82,59.08,1.75,30.9,1.07,2.67,26.85,35.23,1.587,1.3,1,Winter,No Threat
2022-01-10,Paradip,20.32,86.61,31.23,992.07,61.92,0.34,25.13,1.04,1.63,27.97,34.12,1.137,1.0,1,Winter,No Threat
2022-01-11,Paradip,20.32,86.61,14.34,1005.61,67.2,3.27,26.09,0.43,0.77,25.04,34.45,0.275,1.08,1,Winter,No Threat
2022-01-12,Paradip,20.32,86.61,15.7,999.15,55.07,0.23,24.63,0.72,1.45,24.91,34.59,0.088,1.0,1,Winter,No Threat
2022-01-13,Paradip,20.32,86.61,15.19,1001.78,72.93,2.78,25.1,2.04,1.94,25.92,34.27,0.475,1.96,1,Winter,No Threat
2022-01-14,Paradip,20.32,86.61,21.15,1013.1,66.34,0.53,27.69,1.65,1.64,26.47,35.04,0.123,2.83,1,Winter,No Threat
2022-01-15,Paradip,20.32,86.61,22.38,1015.27,58.1,2.33,25.72,1.2,1.89,26.13,34.48,0.281,2.8,1,Winter,No Threat
2022-01-16,Paradip,20.32,86.61,19.6,1004.71,80.54,1.99,29.42,1.69,1.85,28.39,35.03,0.288,0.84,1,Winter,No Threat
2022-01-17,Paradip,20.32,86.61,22.83,1005.95,78.3,0.88,23.78,0.71,2.76,25.08,33.7,0.423,1.07,1,Winter,No Threat
2022-01-18,Paradip,20.32,86.61,11.3,996.47,70.85,3.27,26.14,1.43,0.64,25.9,34.91,0.136,1.05,1,Winter,No Threat
2022-01-19,Paradip,20.32,86.61,16.29,1001.53,52.18,3.55,23.28,0.66,1.98,26.63,33.3,0.18,0.97,1,Winter,No Threat
2022-01-20,Paradip,20.32,86.61,18.52,997.2,63.41,0.06,24.21,1.22,2.12,26.98,34.57,0.183,1.84,1,Winter,No Threat
2022-01-21,Paradip,20.32,86.61,25.99,996.87,45.07,0.9,24.23,1.73,2.15,26.04,34.4,0.34,0.93,1,Winter,No Threat
2022-01-22,Paradip,20.32,86.61,17.11,1009.14,62.68,0.75,25.14,1.48,0.81,26.72,34.76,1.093,1.02,1,Winter,No Threat
2022-01-23,Paradip,20.32,86.61,12.36,992.12,75.77,0.9,24.85,1.72,1.58,25.98,34.35,0.227,1.6,1,Winter,No Threat
2022-01-24,Paradip,20.32,86.61,7.75,1010.89,74.61,0.3,21.82,1.11,0.28,26.44,33.49,1.014,3.97,1,Winter,No Threat
2022-01-25,Paradip,20.32,86.61,11.87,1009.75,60.47,0.78,27.64,3.47,1.46,25.61,34.85,0.288,1.33,1,Winter,Algal Bloom
2022-01-26,Paradip,20.32,86.61,19.91,1000.96,60.36,0.3,29.56,1.53,2.28,25.5,35.35,0.14,1.27,1,Winter,No Threat
2022-01-27,Paradip,20.32,86.61,17.18,992.59,79.14,0.66,24.97,1.02,1.84,26.27,35.57,0.961,1.19,1,Winter,No Threat
2022-01-28,Paradip,20.32,86.61,13.94,998.97,70.54,2.26,27.05,1.65,3.23,25.03,35.68,0.511,2.18,1,Winter,No Threat
2022-01-29,Paradip,20.32,86.61,18.45,1014.73,78.05,1.02,24.6,1.32,2.3,27.01,34.61,1.003,0.3,1,Winter,No Threat
2022-01-30,Paradip,20.32,86.61,6.56,1001.21,67.9,0.32,26.98,2.02,2.52,25.3,34.3,1.313,0.78,1,Winter,No Threat
2022-01-31,Paradip,20.32,86.61,24.81,1015.22,77.78,0.61,27.31,1.68,2.58,26.22,35.57,0.419,0.52,1,Winter,No Threat
2022-02-01,Paradip,20.32,86.61,32.98,992.24,76.76,0.37,28.84,1.14,2.95,24.66,34.86,0.139,1.31,2,Winter,No Threat
2022-02-02,Paradip,20.32,86.61,29.97,998.41,59.64,0.06,27.19,1.86,1.63,27.19,34.65,0.25,1.22,2,Winter,No Threat
2022-02-03,Paradip,20.32,86.61,11.77,1007.38,77.16,4.63,24.2,2.18,1.25,26.63,34.39,0.147,1.91,2,Winter,No Threat
2022-02-04,Paradip,20.32,86.61,7.28,1002.43,65.24,1.28,25.28,1.54,2.03,24.04,36.0,0.218,1.18,2,Winter,No Threat
2022-02-05,Paradip,20.32,86.61,1.33,1010.72,59.56,1.43,23.31,1.37,0.73,26.37,34.66,0.428,2.41,2,Winter,No Threat
2022-02-06,Paradip,20.32,86.61,24.91,1004.67,73.04,1.35,25.27,1.34,2.88,25.8,34.19,1.998,0.47,2,Winter,No Threat
2022-02-07,Paradip,20.32,86.61,26.11,1000.02,79.94,1.09,25.17,2.43,2.5,26.07,34.54,0.622,1.14,2,Winter,No Threat
2022-02-08,Paradip,20.32,86.61,14.05,993.39,77.59,2.01,26.13,2.22,1.58,26.25,35.35,1.154,1.1,2,Winter,No Threat
2022-02-09,Paradip,20.32,86.61,8.98,1014.0,79.66,0.35,28.73,1.23,2.04,25.55,34.04,0.086,1.62,2,Winter,No Threat
2022-02-10,Paradip,20.32,86.61,22.69,999.5,70.03,0.88,22.36,0.3,1.32,26.02,34.56,0.145,0.72,2,Winter,No Threat
2022-02-11,Paradip,20.32,86.61,21.82,999.89,76.83,0.9,27.27,2.36,1.91,28.08,34.41,0.073,0.52,2,Winter,No Threat
2022-02-12,Paradip,20.32,86.61,8.22,1007.39,52.51,1.3,24.37,1.9,1.89,24.01,35.7,0.528,1.95,2,Winter,No Threat
2022-02-13,Paradip,20.32,86.61,19.08,1005.81,85.02,1.33,26.11,1.24,2.32,24.79,34.89,0.847,2.13,2,Winter,Erosion
2022-02-14,Paradip,20.32,86.61,13.64,1001.85,51.9,0.81,25.14,2.4,1.12,26.64,35.6,0.235,1.69,2,Winter,No Threat
2022-02-15,Paradip,20.32,86.61,16.5,1017.34,57.27,4.4,25.72,1.67,2.07,24.92,34.67,0.369,0.98,2,Winter,Pollution
2022-02-16,Paradip,20.32,86.61,14.89,1000.36,62.92,1.06,29.39,1.71,0.49,26.78,35.66,0.167,1.08,2,Winter,No Threat
2022-02-17,Paradip,20.32,86.61,14.88,1014.41,69.14,3.81,26.61,2.13,3.79,26.22,34.67,0.149,1.31,2,Winter,No Threat
2022-02-18,Paradip,20.32,86.61,26.26,999.24,59.46,4.31,25.48,1.87,2.31,27.56,34.31,0.111,1.37,2,Winter,Pollution
2022-02-19,Paradip,20.32,86.61,15.52,997.07,46.64,1.27,24.9,1.77,1.32,27.13,33.74,0.565,1.53,2,Winter,No Threat
2022-02-20,Paradip,20.32,86.61,20.53,1003.69,69.49,0.16,26.8,2.31,1.43,23.76,34.34,1.396,0.5,2,Winter,No Threat
2022-02-21,Paradip,20.32,86.61,15.43,1002.69,65.72,1.18,24.59,1.91,0.98,24.95,35.3,1.016,0.88,2,Winter,No Threat
2022-02-22,Paradip,20.32,86.61,30.12,999.88,50.18,0.76,27.13,1.95,2.97,24.66,35.28,1.343,1.24,2,Winter,No Threat
2022-02-23,Paradip,20.32,86.61,10.34,1004.4,69.33,1.05,21.99,2.17,1.44,26.05,35.5,0.169,1.78,2,Winter,No Threat
2022-02-24,Paradip,20.32,86.61,9.83,1011.0,61.41,1.59,27.75,0.13,1.35,26.56,34.86,0.938,1.64,2,Winter,No Threat
2022-02-25,Paradip,20.32,86.61,13.43,992.07,61.08,0.26,26.07,2.31,2.22,24.69,34.95,0.069,0.77,2,Winter,No Threat
2022-02-26,Paradip,20.32,86.61,24.23,1000.74,64.29,2.04,28.47,1.74,1.32,25.57,33.84,0.299,1.1,2,Winter,No Threat
2022-02-27,Paradip,20.32,86.61,20.21,997.53,61.69,4.03,26.2,1.13,1.83,25.28,34.59,1.275,0.85,2,Winter,No Threat
2022-02-28,Paradip,20.32,86.61,2.49,1002.68,67.69,0.63,23.43,1.87,0.4,23.28,34.2,0.288,5.67,2,Winter,No Threat
2022-03-01,Paradip,20.32,86.61,17.81,991.7,77.54,3.02,26.71,2.52,0.55,29.01,34.4,0.488,1.55,3,Pre-Monsoon,No Threat
2022-03-02,Paradip,20.32,86.61,28.01,1009.37,75.16,1.41,28.64,1.12,1.46,27.91,36.0,0.254,2.14,3,Pre-Monsoon,No Threat
2022-03-03,Paradip,20.32,86.61,19.7,1002.51,68.59,1.8,34.15,1.68,1.34,28.52,33.88,0.143,2.03,3,Pre-Monsoon,No Threat
2022-03-04,Paradip,20.32,86.61,5.72,1006.12,49.61,1.02,33.66,0.98,1.03,30.16,35.02,0.18,2.33,3,Pre-Monsoon,No Threat
2022-03-05,Paradip,20.32,86.61,12.09,1002.62,66.75,0.19,30.12,1.79,1.13,28.15,34.8,0.186,3.55,3,Pre-Monsoon,No Threat
2022-03-06,Paradip,20.32,86.61,10.95,1005.14,73.09,0.42,29.06,1.08,0.57,28.74,33.95,0.466,4.61,3,Pre-Monsoon,No Threat
2022-03-07,Paradip,20.32,86.61,0.0,1005.69,81.43,0.22,31.8,2.16,1.28,28.55,34.38,0.861,1.3,3,Pre-Monsoon,No Threat
2022-03-08,Paradip,20.32,86.61,21.78,998.84,85.29,3.35,28.82,1.74,1.03,28.41,35.24,0.323,0.85,3,Pre-Monsoon,No Threat
2022-03-09,Paradip,20.32,86.61,23.41,989.62,75.16,0.96,30.45,1.78,1.54,29.47,34.39,0.113,1.31,3,Pre-Monsoon,Algal Bloom
2022-03-10,Paradip,20.32,86.61,24.69,1007.21,88.86,2.68,32.91,0.8,3.65,26.82,35.32,0.494,0.73,3,Pre-Monsoon,No Threat
2022-03-11,Paradip,20.32,86.61,23.78,998.97,72.38,0.78,24.16,0.7,2.86,30.51,33.38,0.7,2.32,3,Pre-Monsoon,No Threat
2022-03-12,Paradip,20.32,86.61,22.53,1006.51,64.08,2.31,33.0,1.37,2.04,26.85,35.71,0.347,1.54,3,Pre-Monsoon,No Threat
2022-03-13,Paradip,20.32,86.61,11.52,997.02,81.73,2.85,30.4,0.96,1.9,29.41,34.27,1.062,1.69,3,Pre-Monsoon,No Threat
2022-03-14,Paradip,20.32,86.61,26.73,1003.57,68.01,4.15,29.95,2.48,2.51,30.01,34.77,0.183,1.37,3,Pre-Monsoon,No Threat
2022-03-15,Paradip,20.32,86.61,17.12,1013.25,87.36,0.39,24.95,2.81,1.59,28.25,35.22,0.531,2.83,3,Pre-Monsoon,No Threat
2022-03-16,Paradip,20.32,86.61,20.59,1005.37,73.86,0.77,29.97,1.76,1.0,28.33,36.0,0.383,1.02,3,Pre-Monsoon,No Threat
2022-03-17,Paradip,20.32,86.61,18.67,1007.98,71.71,0.02,31.8,0.77,2.24,28.23,33.81,0.226,2.0,3,Pre-Monsoon,No Threat
2022-03-18,Paradip,20.32,86.61,7.19,1002.48,85.0,0.25,33.75,1.26,1.72,28.45,34.84,0.169,2.19,3,Pre-Monsoon,No Threat
2022-03-19,Paradip,20.32,86.61,12.9,1000.68,71.47,1.77,31.75,1.11,1.9,27.98,33.27,0.117,0.7,3,Pre-Monsoon,No Threat
2022-03-20,Paradip,20.32,86.61,13.45,1008.38,95.09,0.11,32.94,1.24,2.1,28.78,34.83,1.218,1.79,3,Pre-Monsoon,No Threat
2022-03-21,Paradip,20.32,86.61,13.48,1003.6,100.0,0.92,30.93,1.24,0.15,27.78,33.69,0.729,0.42,3,Pre-Monsoon,No Threat
2022-03-22,Paradip,20.32,86.61,15.13,1003.34,62.42,2.55,30.46,0.64,1.02,29.04,35.39,0.431,2.07,3,Pre-Monsoon,No Threat
2022-03-23,Paradip,20.32,86.61,18.95,1005.7,66.52,2.0,30.04,1.86,1.81,28.98,34.04,0.526,0.65,3,Pre-Monsoon,No Threat
2022-03-24,Paradip,20.32,86.61,25.51,1006.75,72.76,1.74,28.49,0.67,1.96,25.91,35.5,0.929,1.01,3,Pre-Monsoon,No Threat
2022-03-25,Paradip,20.32,86.61,16.04,1003.01,80.58,1.63,29.57,1.77,2.09,28.01,33.37,0.219,0.79,3,Pre-Monsoon,No Threat
2022-03-26,Paradip,20.32,86.61,18.5,1007.28,68.59,1.41,24.44,2.1,1.48,27.2,34.83,0.588,2.16,3,Pre-Monsoon,No Threat
2022-03-27,Paradip,20.32,86.61,28.63,1015.76,79.53,0.5,29.33,1.78,3.53,26.66,35.84,0.297,1.16,3,Pre-Monsoon,No Threat
2022-03-28,Paradip,20.32,86.61,28.94,1007.18,74.6,0.55,33.47,2.17,1.68,26.69,34.88,0.216,1.78,3,Pre-Monsoon,No Threat
2022-03-29,Paradip,20.32,86.61,2.58,1002.93,73.39,3.11,27.03,2.1,1.41,27.93,34.48,0.138,5.23,3,Pre-Monsoon,No Threat
2022-03-30,Paradip,20.32,86.61,18.15,1005.28,65.25,0.51,30.32,1.22,0.83,29.85,35.75,0.765,2.6,3,Pre-Monsoon,No Threat
2022-03-31,Paradip,20.32,86.61,12.04,1001.86,77.27,1.35,29.81,1.12,2.13,29.27,34.38,0.864,2.48,3,Pre-Monsoon,No Threat
2022-04-01,Paradip,20.32,86.61,25.89,1012.35,83.8,0.55,29.13,2.59,2.27,29.9,34.64,0.576,1.99,4,Pre-Monsoon,No Threat
2022-04-02,Paradip,20.32,86.61,10.87,1002.81,63.03,5.7,23.92,0.97,2.71,28.57,34.44,0.286,3.45,4,Pre-Monsoon,No Threat
2022-04-03,Paradip,20.32,86.61,18.51,999.8,70.18,0.23,31.27,1.06,2.29,27.4,35.31,0.413,1.18,4,Pre-Monsoon,No Threat
2022-04-04,Paradip,20.32,86.61,10.82,995.96,51.31,1.78,29.51,1.61,2.45,28.61,34.55,0.394,0.95,4,Pre-Monsoon,No Threat
2022-04-05,Paradip,20.32,86.61,9.08,1010.83,82.96,0.58,30.42,1.94,1.94,28.85,34.67,0.538,0.71,4,Pre-Monsoon,No Threat
2022-04-06,Paradip,20.32,86.61,13.8,1000.58,79.55,1.46,31.93,0.35,1.59,28.22,34.19,0.075,0.53,4,Pre-Monsoon,No Threat
2022-04-07,Paradip,20.32,86.61,14.62,1000.6,68.08,2.01,33.23,1.07,1.53,30.64,34.66,0.121,0.99,4,Pre-Monsoon,No Threat
2022-04-08,Paradip,20.32,86.61,21.54,1007.04,52.27,0.45,30.26,1.02,2.7,26.2,33.93,0.503,1.4,4,Pre-Monsoon,No Threat
2022-04-09,Paradip,20.32,86.61,18.99,1017.06,74.49,2.62,28.64,0.91,0.69,27.03,35.27,0.271,0.96,4,Pre-Monsoon,No Threat
2022-04-10,Paradip,20.32,86.61,12.51,1004.21,88.49,1.2,33.85,1.07,0.63,28.28,34.62,0.594,1.44,4,Pre-Monsoon,No Threat
2022-04-11,Paradip,20.32,86.61,10.61,1007.02,91.18,0.86,27.01,1.01,0.68,28.88,34.72,0.299,2.84,4,Pre-Monsoon,No Threat
2022-04-12,Paradip,20.32,86.61,19.17,998.06,83.75,0.21,29.23,1.47,1.03,29.11,33.8,0.062,0.47,4,Pre-Monsoon,No Threat
2022-04-13,Paradip,20.32,86.61,16.17,1000.3,66.53,1.71,33.58,1.67,1.79,28.92,35.59,0.293,1.03,4,Pre-Monsoon,No Threat
2022-04-14,Paradip,20.32,86.61,20.02,991.06,65.8,0.9,32.64,1.63,1.58,29.58,34.87,0.616,1.24,4,Pre-Monsoon,No Threat
2022-04-15,Paradip,20.32,86.61,18.13,1009.09,70.56,1.33,29.67,2.03,2.27,28.28,34.08,0.527,0.72,4,Pre-Monsoon,No Threat
2022-04-16,Paradip,20.32,86.61,12.76,1000.64,74.95,0.13,28.89,1.5,1.74,29.0,33.84,0.125,0.6,4,Pre-Monsoon,No Threat
2022-04-17,Paradip,20.32,86.61,7.22,1008.02,55.11,0.3,30.08,1.02,1.87,27.21,35.59,0.639,1.23,4,Pre-Monsoon,No Threat
2022-04-18,Paradip,20.32,86.61,19.35,1001.03,67.97,1.71,26.17,1.36,1.42,27.58,34.24,0.209,0.93,4,Pre-Monsoon,No Threat
2022-04-19,Paradip,20.32,86.61,19.67,1000.87,59.66,1.29,28.52,1.8,2.21,27.98,33.88,0.352,1.26,4,Pre-Monsoon,No Threat
2022-04-20,Paradip,20.32,86.61,10.83,995.58,70.83,0.7,29.79,1.16,1.03,28.29,35.4,0.576,0.5,4,Pre-Monsoon,No Threat
2022-04-21,Paradip,20.32,86.61,7.61,1002.44,74.04,2.22,35.06,0.74,0.63,28.92,34.52,0.324,3.27,4,Pre-Monsoon,No Threat
2022-04-22,Paradip,20.32,86.61,20.9,1002.63,58.93,1.65,31.26,1.9,0.35,25.64,34.62,0.57,1.56,4,Pre-Monsoon,No Threat
2022-04-23,Paradip,20.32,86.61,28.9,1002.3,71.26,0.26,30.97,2.01,2.32,28.85,35.27,0.068,1.46,4,Pre-Monsoon,No Threat
2022-04-24,Paradip,20.32,86.61,11.67,1017.63,75.75,4.17,31.22,1.51,1.46,29.67,35.23,0.311,0.69,4,Pre-Monsoon,No Threat
2022-04-25,Paradip,20.32,86.61,15.85,998.69,64.4,6.9,25.97,1.63,0.67,30.82,34.6,0.311,1.02,4,Pre-Monsoon,No Threat
2022-04-26,Paradip,20.32,86.61,23.32,1011.03,80.46,0.92,29.1,1.75,1.67,30.33,34.48,0.062,2.08,4,Pre-Monsoon,No Threat
2022-04-27,Paradip,20.32,86.61,15.69,1010.5,71.4,1.53,32.33,2.41,1.94,28.69,35.74,1.026,1.85,4,Pre-Monsoon,No Threat
2022-04-28,Paradip,20.32,86.61,18.84,1005.94,65.98,0.19,29.17,1.43,1.72,27.92,34.93,0.324,1.09,4,Pre-Monsoon,No Threat
2022-04-29,Paradip,20.32,86.61,18.17,1001.48,75.98,0.43,28.13,1.9,2.09,29.75,34.91,0.513,1.34,4,Pre-Monsoon,No Threat
2022-04-30,Paradip,20.32,86.61,17.66,996.41,50.4,0.96,29.65,1.75,2.4,28.57,34.42,0.269,0.4,4,Pre-Monsoon,No Threat
2022-05-01,Paradip,20.32,86.61,12.5,995.23,62.19,0.4,27.49,1.83,2.23,27.75,33.99,4.843,1.94,5,Pre-Monsoon,Algal Bloom
2022-05-02,Paradip,20.32,86.61,15.78,1010.22,76.59,3.57,30.23,0.0,1.05,29.1,34.82,0.317,0.84,5,Pre-Monsoon,No Threat
2022-05-03,Paradip,20.32,86.61,17.99,1003.59,76.82,1.79,29.37,2.02,1.53,28.56,35.01,0.086,1.78,5,Pre-Monsoon,No Threat
2022-05-04,Paradip,20.32,86.61,7.23,1017.7,67.3,1.17,28.43,2.49,2.47,26.93,33.66,0.326,2.62,5,Pre-Monsoon,Pollution
2022-05-05,Paradip,20.32,86.61,15.61,1005.17,84.44,4.28,31.03,0.67,3.2,27.08,34.85,0.087,1.16,5,Pre-Monsoon,No Threat
2022-05-06,Paradip,20.32,86.61,23.47,995.47,86.6,1.23,33.4,2.62,2.13,28.69,34.46,0.635,1.9,5,Pre-Monsoon,No Threat
2022-05-07,Paradip,20.32,86.61,18.67,1004.48,76.9,0.16,29.84,0.0,1.7,29.87,33.98,0.482,0.81,5,Pre-Monsoon,No Threat
2022-05-08,Paradip,20.32,86.61,16.78,1004.57,65.24,1.88,32.44,0.96,1.8,28.4,35.21,0.352,3.5,5,Pre-Monsoon,No Threat
2022-05-09,Paradip,20.32,86.61,9.47,1007.39,54.32,1.67,27.19,1.4,1.55,27.35,33.71,0.296,1.07,5,Pre-Monsoon,No Threat
2022-05-10,Paradip,20.32,86.61,22.82,1001.88,76.7,0.31,31.82,2.59,2.43,27.15,33.87,0.436,1.33,5,Pre-Monsoon,No Threat
2022-05-11,Paradip,20.32,86.61,22.97,1003.29,61.94,1.51,30.32,2.1,1.42,28.31,35.59,0.521,0.7,5,Pre-Monsoon,No Threat
2022-05-12,Paradip,20.32,86.61,13.88,1000.96,66.57,0.4,27.08,1.54,2.25,27.34,35.87,0.119,3.06,5,Pre-Monsoon,No Threat
2022-05-13,Paradip,20.32,86.61,17.04,995.75,71.23,0.8,27.48,1.97,1.87,28.51,33.94,1.3,0.93,5,Pre-Monsoon,No Threat
2022-05-14,Paradip,20.32,86.61,20.25,993.78,78.27,0.31,30.39,2.33,2.32,28.75,35.15,0.333,1.36,5,Pre-Monsoon,No Threat
2022-05-15,Paradip,20.32,86.61,26.1,989.39,67.19,1.11,33.11,0.92,2.1,28.66,34.64,0.47,1.26,5,Pre-Monsoon,No Threat
2021-01-01,Kolkata,22.57,88.36,23.63,996.21,51.69,2.92,24.07,1.45,1.89,27.93,34.06,0.247,0.61,1,Winter,No Threat
2021-01-02,Kolkata,22.57,88.36,16.23,1002.36,56.77,0.34,25.6,1.47,0.84,26.78,34.82,0.4,0.8,1,Winter,No Threat
2021-01-03,Kolkata,22.57,88.36,27.06,1017.65,65.97,0.64,25.35,2.07,0.94,25.62,34.06,0.05,0.61,1,Winter,No Threat
2021-01-04,Kolkata,22.57,88.36,17.02,1009.13,75.29,3.39,25.69,1.08,1.27,27.13,34.73,0.867,0.71,1,Winter,No Threat
2021-01-05,Kolkata,22.57,88.36,13.7,1010.86,65.93,1.96,26.98,2.3,0.78,24.97,34.27,0.405,3.68,1,Winter,No Threat
2021-01-06,Kolkata,22.57,88.36,5.15,1016.12,49.03,1.89,27.85,1.15,1.91,27.23,34.0,0.837,2.34,1,Winter,No Threat
2021-01-07,Kolkata,22.57,88.36,5.09,1014.82,69.79,0.15,23.87,2.19,1.15,25.02,35.28,0.279,1.29,1,Winter,No Threat
2021-01-08,Kolkata,22.57,88.36,10.94,1008.21,64.67,0.28,24.09,0.98,2.08,26.98,33.65,0.18,0.51,1,Winter,No Threat
2021-01-09,Kolkata,22.57,88.36,14.01,1005.35,78.0,0.7,20.24,0.34,0.82,26.34,34.84,0.454,1.24,1,Winter,No Threat
2021-01-10,Kolkata,22.57,88.36,12.69,996.79,46.1,0.2,24.03,1.92,1.34,27.29,34.2,0.129,3.82,1,Winter,No Threat
2021-01-11,Kolkata,22.57,88.36,5.34,1000.68,61.59,3.18,25.37,2.76,0.68,27.3,34.72,0.14,6.6,1,Winter,No Threat
2021-01-12,Kolkata,22.57,88.36,21.84,1004.62,86.52,1.5,30.46,2.65,1.41,26.84,35.57,0.171,0.97,1,Winter,No Threat
2021-01-13,Kolkata,22.57,88.36,21.72,998.69,76.97,0.04,27.08,2.48,1.64,28.46,35.17,0.428,1.21,1,Winter,No Threat
2021-01-14,Kolkata,22.57,88.36,12.58,999.42,76.91,1.14,22.51,1.81,2.38,26.08,35.78,2.384,1.71,1,Winter,No Threat
2021-01-15,Kolkata,22.57,88.36,13.45,1001.58,71.98,0.07,27.15,2.69,1.64,28.4,35.11,0.244,2.39,1,Winter,No Threat
2021-01-16,Kolkata,22.57,88.36,9.86,1003.53,70.54,0.86,28.76,1.26,1.6,26.54,34.1,0.94,1.8,1,Winter,No Threat
2021-01-17,Kolkata,22.57,88.36,27.85,995.65,67.64,1.38,22.36,0.25,2.26,24.12,34.86,0.377,0.91,1,Winter,No Threat
2021-01-18,Kolkata,22.57,88.36,10.15,1001.51,66.05,2.53,27.46,2.05,1.39,29.22,34.39,1.413,1.28,1,Winter,No Threat
2021-01-19,Kolkata,22.57,88.36,9.65,1005.9,55.78,0.76,25.94,2.31,1.53,25.74,34.42,0.517,2.31,1,Winter,No Threat
2021-01-20,Kolkata,22.57,88.36,17.79,991.75,55.55,0.59,25.07,1.89,1.63,26.04,35.44,0.32,1.24,1,Winter,No Threat
2021-01-21,Kolkata,22.57,88.36,16.15,1007.54,59.21,1.48,24.86,1.7,2.06,27.23,33.7,0.588,2.87,1,Winter,Erosion
2021-01-22,Kolkata,22.57,88.36,28.6,991.97,71.76,1.48,25.59,0.98,1.49,26.78,33.75,0.219,7.51,1,Winter,No Threat
2021-01-23,Kolkata,22.57,88.36,9.26,1013.13,71.54,1.72,28.82,2.77,1.32,27.89,35.07,0.372,1.56,1,Winter,No Threat
